disposition,disp_refname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
CONFIRMED,Crossfield et al. 2015,1.0,3.0,Transit,2015.0,K2,Published Candidate,0.0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,44.56115,,,0.0,,,,,1.7,,,0.0,0.15166384,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,3927.0,,,0.0,0.58,,,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h29m20.49s,172.3353708,-01d27m18.49s,-1.4551364,44.0727,0.10815,-0.10815,12.168,0.009,-0.009,8.561,0.023,-0.023,11.4785,0.000959,-0.000959,2015-12-05,2016-01,2015-12-05
CONFIRMED,Crossfield et al. 2015,1.0,3.0,Transit,2015.0,K2,Published Confirmed,0.0,<a refstr=FUKUI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..171F/abstract target=ref>Fukui et al. 2016</a>,44.55612,0.00021,-0.00021,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,3920.0,157.0,-157.0,0.0,0.550856,0.016433,-0.016433,0.0,0.546024,0.020332,-0.020332,0.0,,,,,,4.6932,0.00974,-0.00974,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h29m20.49s,172.3353708,-01d27m18.49s,-1.4551364,44.0727,0.10815,-0.10815,12.168,0.009,-0.009,8.561,0.023,-0.023,11.4785,0.000959,-0.000959,2020-05-04,2016-12,2016-10-13
CONFIRMED,Crossfield et al. 2015,1.0,3.0,Transit,2015.0,K2,Published Confirmed,0.0,<a refstr=BEICHMAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...39B/abstract target=ref>Beichman et al. 2016</a>,44.55765,0.00043,-0.00043,0.0,,,,,1.61,0.2,-0.2,0.0,0.14363458,0.0178428,-0.0178428,0.0,,,,,,,,,,,,,,1.5,0.5,-0.5,0.0,300.0,,,0.0,0.0,<a refstr=BEICHMAN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...39B/abstract target=ref>Beichman et al. 2016</a>,M0 V,,,,,0.561,0.068,-0.068,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h29m20.49s,172.3353708,-01d27m18.49s,-1.4551364,44.0727,0.10815,-0.10815,12.168,0.009,-0.009,8.561,0.023,-0.023,11.4785,0.000959,-0.000959,2020-05-04,2016-05,2016-03-24
CONFIRMED,Crossfield et al. 2015,1.0,3.0,Transit,2015.0,K2,Published Candidate,0.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,44.5574,0.0023,-0.0023,0.0,,,,,1.11,0.21,-0.23,0.0,0.099,0.019,-0.021,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.371,0.057,-0.043,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h29m20.49s,172.3353708,-01d27m18.49s,-1.4551364,44.0727,0.10815,-0.10815,12.168,0.009,-0.009,8.561,0.023,-0.023,11.4785,0.000959,-0.000959,2019-09-05,2019-09,2019-09-05
CONFIRMED,Crossfield et al. 2015,1.0,3.0,Transit,2015.0,K2,Published Confirmed,0.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,44.556456,9.7e-05,-9.7e-05,0.0,0.2097,0.007,-0.007,0.0,1.62,0.18,-0.18,0.0,0.14452697,0.01605855,-0.01605855,0.0,1.6,,,1.0,0.00503416,,,1.0,Mass,0.097,,,1.0,1.6,0.38,-0.33,0.0,312.0,17.0,-17.0,0.0,0.0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,3835.0,70.0,-70.0,0.0,0.6,0.06,-0.06,0.0,0.62,0.06,-0.06,0.0,-0.01,0.09,-0.09,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h29m20.49s,172.3353708,-01d27m18.49s,-1.4551364,44.0727,0.10815,-0.10815,12.168,0.009,-0.009,8.561,0.023,-0.023,11.4785,0.000959,-0.000959,2023-04-17,2023-04,2023-04-17
CONFIRMED,Crossfield et al. 2015,1.0,3.0,Transit,2015.0,K2,Published Confirmed,0.0,<a refstr=DAI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...823..115D/abstract target=ref>Dai et al. 2016</a>,44.5631,0.0063,-0.0055,0.0,,,,,1.52,0.21,-0.2,0.0,0.13560532,0.01873495,-0.0178428,0.0,7.5,3.0,-3.0,0.0,0.02359752,0.00943901,-0.00943901,0.0,Mass,0.0,,,0.0,,,,,,,,,0.0,<a refstr=DAI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...823..115D/abstract target=ref>Dai et al. 2016</a>,,3896.0,189.0,-189.0,0.0,0.561,0.068,-0.068,0.0,0.601,0.089,-0.089,0.0,-0.32,0.13,-0.13,0.0,[Fe/H],4.72,0.13,-0.13,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h29m20.49s,172.3353708,-01d27m18.49s,-1.4551364,44.0727,0.10815,-0.10815,12.168,0.009,-0.009,8.561,0.023,-0.023,11.4785,0.000959,-0.000959,2020-05-04,2016-06,2016-05-05
CONFIRMED,Crossfield et al. 2015,1.0,3.0,Transit,2015.0,K2,Published Confirmed,0.0,<a refstr=KOSIAREK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...97K/abstract target=ref>Kosiarek et al. 2019</a>,44.55646,0.00011,-0.0001,0.0,,,,,,,,,,,,,2.80006827,,,1.0,0.00881,,,1.0,Mass,0.0,,,0.0,,,,,,,,,0.0,<a refstr=KOSIAREK_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...97K/abstract target=ref>Kosiarek et al. 2019</a>,M0.0&plusmn;0.5 V,3896.0,189.0,-189.0,0.0,0.561,0.068,-0.068,0.0,0.601,0.089,-0.089,0.0,-0.32,0.13,-0.13,0.0,[Fe/H],4.734,0.062,-0.062,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h29m20.49s,172.3353708,-01d27m18.49s,-1.4551364,44.0727,0.10815,-0.10815,12.168,0.009,-0.009,8.561,0.023,-0.023,11.4785,0.000959,-0.000959,2021-10-25,2019-03,2021-10-25
CONFIRMED,Crossfield et al. 2015,1.0,3.0,Transit,2015.0,K2,Published Confirmed,0.0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,44.556456,9.7e-05,-8.7e-05,0.0,,,,,1.52,0.21,-0.2,0.0,0.13560555,0.01873498,-0.01784284,0.0,2.8,,,1.0,0.00880979,,,1.0,Mass,,,,,282.0,23.0,-23.0,0.0,282.0,24.0,-24.0,0.0,0.0,<a refstr=HOWARD_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..278...52H/abstract target=ref>Howard et al. 2025</a>,,3896.0,189.0,-189.0,0.0,0.561,0.068,-0.068,0.0,0.601,0.089,-0.089,0.0,-0.32,0.13,-0.13,0.0,[Fe/H],4.734,0.062,-0.062,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h29m20.49s,172.3353708,-01d27m18.49s,-1.4551364,44.0727,0.10815,-0.10815,12.168,0.009,-0.009,8.561,0.023,-0.023,11.4785,0.000959,-0.000959,2025-09-17,2025-06,2025-09-17
CONFIRMED,Crossfield et al. 2015,1.0,3.0,Transit,2015.0,K2,Published Confirmed,0.0,<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>,44.55983,0.0059,-0.0059,0.0,0.2076,0.0104,-0.0104,0.0,1.51,0.23,-0.23,0.0,0.13471318,0.02051923,-0.02051923,0.0,,,,,,,,,,,,,,1.5,0.5,-0.5,0.0,282.0,24.0,-24.0,0.0,0.0,<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>,M0 V,3896.0,189.0,-189.0,0.0,0.56,0.07,-0.07,0.0,0.6,0.09,-0.09,0.0,-0.32,0.13,-0.13,0.0,[Fe/H],4.72,0.13,-0.13,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h29m20.49s,172.3353708,-01d27m18.49s,-1.4551364,44.0727,0.10815,-0.10815,12.168,0.009,-0.009,8.561,0.023,-0.023,11.4785,0.000959,-0.000959,2020-05-04,2016-08,2016-07-07
CONFIRMED,Crossfield et al. 2015,1.0,3.0,Transit,2015.0,K2,Published Confirmed,0.0,<a refstr=CROSSFIELD_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804...10C/abstract target=ref>Crossfield et al. 2015</a>,44.5631,0.0063,-0.0055,0.0,0.2076,0.0098,-0.0108,0.0,1.52,0.21,-0.2,0.0,0.14,0.02,-0.02,0.0,,,,,,,,,,,,,,1.51,0.57,-0.43,0.0,,,,,0.0,<a refstr=CROSSFIELD_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804...10C/abstract target=ref>Crossfield et al. 2015</a>,M0.0 V,3896.0,189.0,-189.0,0.0,0.561,0.068,-0.068,0.0,0.601,0.089,-0.089,0.0,-0.32,0.13,-0.13,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h29m20.49s,172.3353708,-01d27m18.49s,-1.4551364,44.0727,0.10815,-0.10815,12.168,0.009,-0.009,8.561,0.023,-0.023,11.4785,0.000959,-0.000959,2020-05-04,2015-05,2015-02-26
CONFIRMED,Crossfield et al. 2015,1.0,3.0,Transit,2015.0,K2,Published Confirmed,0.0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,44.5609,0.0052,-0.0052,0.0,0.1833,0.0086,-0.0086,0.0,0.96,0.14,-0.14,0.0,0.08564546,0.01248996,-0.01248996,0.0,,,,,,,,,,,,,,0.8,0.24,-0.24,0.0,,,,,0.0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,3841.0,82.0,-82.0,0.0,0.371,0.05,-0.05,0.0,0.414,0.058,-0.058,0.0,,,,,,4.906,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h29m20.49s,172.3353708,-01d27m18.49s,-1.4551364,44.0727,0.10815,-0.10815,12.168,0.009,-0.009,8.561,0.023,-0.023,11.4785,0.000959,-0.000959,2020-05-04,2016-09,2016-07-18
CONFIRMED,Crossfield et al. 2015,1.0,3.0,Transit,2015.0,K2,Published Confirmed,0.0,<a refstr=ALMENARA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...581L...7A/abstract target=ref>Almenara et al. 2015</a>,44.5705,0.0059,-0.0059,0.0,0.2086,0.01,-0.01,0.0,1.53,0.11,-0.11,0.0,0.13649746,0.00981354,-0.00981354,0.0,11.1,3.5,-3.5,0.0,0.03492433,0.01101218,-0.01101218,0.0,Mass,0.045,0.045,-0.045,0.0,,,,,,,,,0.0,<a refstr=ALMENARA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...581L...7A/abstract target=ref>Almenara et al. 2015</a>,,,,,,0.553,0.041,-0.041,0.0,0.612,0.086,-0.086,0.0,,,,,,4.734,0.062,-0.062,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h29m20.49s,172.3353708,-01d27m18.49s,-1.4551364,44.0727,0.10815,-0.10815,12.168,0.009,-0.009,8.561,0.023,-0.023,11.4785,0.000959,-0.000959,2020-05-04,2015-09,2015-10-15
CONFIRMED,Crossfield et al. 2015,1.0,3.0,Transit,2015.0,K2,Published Confirmed,0.0,<a refstr=DAMASSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615A..69D/abstract target=ref>Damasso et al. 2018</a>,44.55764,0.00042,-0.00042,0.0,0.2097,0.0065,-0.007,0.0,1.65,0.17,-0.17,0.0,0.14720314,0.01516638,-0.01516638,0.0,1.8,,,1.0,0.0056634,,,1.0,Mass,,,,,,,,,,,,,0.0,<a refstr=DAMASSO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615A..69D/abstract target=ref>Damasso et al. 2018</a>,,3835.0,70.0,-70.0,0.0,0.6,0.06,-0.06,0.0,0.62,0.06,-0.06,0.0,-0.01,0.09,-0.09,0.0,[Fe/H],4.66,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h29m20.49s,172.3353708,-01d27m18.49s,-1.4551364,44.0727,0.10815,-0.10815,12.168,0.009,-0.009,8.561,0.023,-0.023,11.4785,0.000959,-0.000959,2020-05-04,2018-07,2020-05-07
CONFIRMED,Johnson et al. 2016,1.0,1.0,Transit,2016.0,K2,Published Confirmed,0.0,<a refstr=KOKORI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJS..265....4K/abstract target=ref>Kokori et al. 2023</a>,4.09847804,6.9e-07,-6.9e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=JOHNSON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151..171J/abstract target=ref>Johnson et al. 2016</a>,G6 V,5425.0,40.0,-40.0,0.0,0.844,0.032,-0.032,0.0,0.9,0.043,-0.042,0.0,-0.15,0.05,-0.05,0.0,[Fe/H],4.54,0.029,-0.027,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h29m22.09s,52.3420548,+22d17m57.66s,22.2993491,333.042,3.021,-2.968,13.547,0.092,-0.092,11.088,0.02,-0.02,13.2056,0.000398,-0.000398,2024-03-04,2023-03,2024-03-04
CONFIRMED,Johnson et al. 2016,1.0,1.0,Transit,2016.0,K2,Published Confirmed,0.0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,4.098506,2.2e-05,-2.2e-05,0.0,0.0489,0.0012,-0.0012,0.0,12.3,4.5,-4.5,0.0,1.0973325,0.40146311,-0.40146311,0.0,,,,,,,,,,,,,,299.0,227.0,-227.0,0.0,,,,,0.0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,5567.0,250.0,-250.0,0.0,0.92,0.33,-0.33,0.0,0.93,0.069,-0.069,0.0,,,,,,4.48,0.2,-0.2,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h29m22.09s,52.3420548,+22d17m57.66s,22.2993491,333.042,3.021,-2.968,13.547,0.092,-0.092,11.088,0.02,-0.02,13.2056,0.000398,-0.000398,2016-07-14,2016-09,2016-07-18
CONFIRMED,Johnson et al. 2016,1.0,1.0,Transit,2016.0,K2,TESS Project Candidate,0.0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,4.09847409321,2.98792e-06,-2.98792e-06,0.0,,,,,14.83669218,0.83795595,-0.83795595,0.0,1.3236433,0.07475755,-0.07475755,0.0,,,,,,,,,,,,,,319.8755,,,0.0,1078.61,,,0.0,0.0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5198.0,124.8,-124.8,0.0,1.06395,0.058862,-0.058862,0.0,,,,,,,,,,4.33,0.08,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h29m22.09s,52.3420548,+22d17m57.66s,22.2993491,333.042,3.021,-2.968,13.547,0.092,-0.092,11.088,0.02,-0.02,13.2056,0.000398,-0.000398,2024-12-10,2017-07,2024-12-10
CONFIRMED,Johnson et al. 2016,1.0,1.0,Transit,2016.0,K2,Published Confirmed,0.0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,4.098492,2.7e-05,-2.8e-05,0.0,,,,,12.65164357,0.80553217,-0.53173825,0.0,1.12870404,0.07186477,-0.04743851,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=MAYO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..136M/abstract target=ref>Mayo et al. 2018</a>,,5574.0,50.0,-50.0,0.0,0.909346,0.054303,-0.029288,0.0,0.969658,0.023656,-0.026988,0.0,0.13,0.08,-0.08,0.0,[Fe/H],4.53,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h29m22.09s,52.3420548,+22d17m57.66s,22.2993491,333.042,3.021,-2.968,13.547,0.092,-0.092,11.088,0.02,-0.02,13.2056,0.000398,-0.000398,2018-02-14,2018-03,2018-02-15
CONFIRMED,Johnson et al. 2016,1.0,1.0,Transit,2016.0,K2,Published Candidate,0.0,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,4.09803132,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5198.0,115.48,-134.07,0.0,1.06395,0.078447,-0.039276,0.0,0.883,0.103404,-0.109994,0.0,,,,,,4.33019,0.066281,-0.099541,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h29m22.09s,52.3420548,+22d17m57.66s,22.2993491,333.042,3.021,-2.968,13.547,0.092,-0.092,11.088,0.02,-0.02,13.2056,0.000398,-0.000398,2016-12-21,2016-10,2016-12-21
CONFIRMED,Johnson et al. 2016,1.0,1.0,Transit,2016.0,K2,Published Confirmed,0.0,<a refstr=BRAHM_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128l4402B/abstract target=ref>Brahm et al. 2016</a>,4.09849,2e-05,-2e-05,0.0,0.0419,0.0016,-0.0012,0.0,11.982421,0.257807,-0.212971,0.0,1.069,0.023,-0.019,0.0,187.20187,7.31009,-6.99226,0.0,0.589,0.023,-0.022,0.0,Mass,0.08,,,1.0,,,,,1203.0,18.0,-19.0,0.0,0.0,<a refstr=BRAHM_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128l4402B/abstract target=ref>Brahm et al. 2016</a>,G,5575.0,50.0,-50.0,0.0,0.839,0.017,-0.014,0.0,0.917,0.014,-0.014,0.0,0.06,0.04,-0.04,0.0,[Fe/H],4.6,0.05,-0.05,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h29m22.09s,52.3420548,+22d17m57.66s,22.2993491,333.042,3.021,-2.968,13.547,0.092,-0.092,11.088,0.02,-0.02,13.2056,0.000398,-0.000398,2016-07-06,2016-12,2016-07-07
CONFIRMED,Johnson et al. 2016,1.0,1.0,Transit,2016.0,K2,Published Confirmed,0.0,<a refstr=LILLO_BOX_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A..50L/abstract target=ref>Lillo-Box et al. 2016</a>,4.098507,2.8e-05,-2.8e-05,0.0,0.04986,0.00035,-0.00035,0.0,13.405964,0.67254,-0.67254,0.0,1.196,0.06,-0.06,0.0,198.00809,9.85273,-9.85273,0.0,0.623,0.031,-0.031,0.0,Mass,0.027,0.036,-0.02,0.0,,,,,1185.0,44.0,-28.0,0.0,0.0,<a refstr=LILLO_BOX_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A..50L/abstract target=ref>Lillo-Box et al. 2016</a>,G8 V,5581.0,38.0,-38.0,0.0,0.941,0.041,-0.041,0.0,0.984,0.02,-0.02,0.0,0.136,0.029,-0.029,0.0,[Fe/H],4.484,0.042,-0.042,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h29m22.09s,52.3420548,+22d17m57.66s,22.2993491,333.042,3.021,-2.968,13.547,0.092,-0.092,11.088,0.02,-0.02,13.2056,0.000398,-0.000398,2016-06-01,2016-10,2016-06-03
CONFIRMED,Johnson et al. 2016,1.0,1.0,Transit,2016.0,K2,Published Candidate,0.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,4.0984897,9.3e-06,-9.3e-06,0.0,,,,,13.14,0.35,-1.38,0.0,1.172,0.031,-0.123,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.921,0.018,-0.092,0.0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h29m22.09s,52.3420548,+22d17m57.66s,22.2993491,333.042,3.021,-2.968,13.547,0.092,-0.092,11.088,0.02,-0.02,13.2056,0.000398,-0.000398,2019-09-05,2019-09,2019-09-05
CONFIRMED,Johnson et al. 2016,1.0,1.0,Transit,2016.0,K2,Published Confirmed,0.0,<a refstr=KOKORI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..258...40K/abstract target=ref>Kokori et al. 2022</a>,4.0984791,7e-07,-7e-07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,<a refstr=JOHNSON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151..171J/abstract target=ref>Johnson et al. 2016</a>,G6 V,5425.0,40.0,-40.0,0.0,0.844,0.032,-0.032,0.0,0.9,0.043,-0.042,0.0,-0.15,0.05,-0.05,0.0,[Fe/H],4.54,0.029,-0.027,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h29m22.09s,52.3420548,+22d17m57.66s,22.2993491,333.042,3.021,-2.968,13.547,0.092,-0.092,11.088,0.02,-0.02,13.2056,0.000398,-0.000398,2022-01-24,2022-02,2022-01-24
CONFIRMED,Johnson et al. 2016,1.0,1.0,Transit,2016.0,K2,Published Confirmed,0.0,<a refstr=JOHNSON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151..171J/abstract target=ref>Johnson et al. 2016</a>,4.098503,1.1e-05,-1.1e-05,0.0,0.04839,0.00076,-0.00076,0.0,11.646151,0.56045,-0.571659,0.0,1.039,0.05,-0.051,0.0,184.02357,8.89924,-8.58141,0.0,0.579,0.028,-0.027,0.0,Mass,0.0,,,0.0,,,,,1092.0,19.0,-20.0,0.0,0.0,<a refstr=JOHNSON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016AJ....151..171J/abstract target=ref>Johnson et al. 2016</a>,G6 V,5425.0,40.0,-40.0,0.0,0.844,0.032,-0.032,0.0,0.9,0.043,-0.042,0.0,-0.15,0.05,-0.05,0.0,[Fe/H],4.54,0.029,-0.027,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h29m22.09s,52.3420548,+22d17m57.66s,22.2993491,333.042,3.021,-2.968,13.547,0.092,-0.092,11.088,0.02,-0.02,13.2056,0.000398,-0.000398,2016-04-13,2016-06,2016-04-14
